date;tavg;tmin;tmax;prcp;wdir;wspd;wpgt;pres;city
25/01/2023;14.4;13;16;0.3;75;18.8;;1029.4;Açores
26/01/2023;14.9;14;16;0;73;18.7;;1033.3;Açores
27/01/2023;13.5;12;15;0.1;53;15.8;;1036;Açores
28/01/2023;13;12;15;0.2;58;17.1;;1034.3;Açores
29/01/2023;12.9;11;15;0.9;55;15.3;;1030.5;Açores
30/01/2023;12.9;11;15;0;54;15.6;;1029.5;Açores
31/01/2023;13.5;12;16;0;49;15;;1030.3;Açores
01/02/2023;13.2;11;16;0.2;51;11.7;;1029.1;Açores
02/02/2023;14.3;11;17;0;84;16.9;;1028.2;Açores
03/02/2023;15.6;13.8;17;1.1;143;19.8;;1027.2;Açores
04/02/2023;15.3;13;18;0.6;123;14.3;;1033;Açores
05/02/2023;15.2;14;17;0.4;137;15.3;;1035;Açores
06/02/2023;14.5;13;16;7.8;207;15.6;;1031.6;Açores
07/02/2023;12.8;12;14;3.7;24;34.9;;1031.1;Açores
08/02/2023;13.1;12;15;0.1;36;16.5;;1030.5;Açores
09/02/2023;13.5;12;16;0;47;17.4;;1028.4;Açores
10/02/2023;14.3;13;16;0;64;16.9;;1019.9;Açores
11/02/2023;13.8;11;16;0.3;138;7.7;;1015.3;Açores
12/02/2023;13.2;10;16;1.4;256;10.1;;1016.3;Açores
13/02/2023;13.8;11;15;8.4;268;19.9;;1016.6;Açores
14/02/2023;12.3;9;15;0;347;11.9;;1028.5;Açores
15/02/2023;12;8;17;0;301;6.5;;1032.2;Açores
16/02/2023;13.6;11;15;0;102;11.3;;1030.5;Açores
17/02/2023;14.9;13;17;0.6;99;12.8;;1027.6;Açores
18/02/2023;14.3;12;17;0;49;12.7;;1029.3;Açores
19/02/2023;13.9;12;17;0.2;37;14.3;;1028.3;Açores
20/02/2023;13.4;11;17;0.3;322;10.5;;1024.3;Açores
21/02/2023;15;11;17;6.6;230;11.4;;1023.8;Açores
22/02/2023;13.8;12;15;16.2;81;11.1;;1023.3;Açores
23/02/2023;15;13;17;1;120;20.2;;1020.5;Açores
24/02/2023;14.2;12;15;6.7;253;16.4;;1012.8;Açores
25/02/2023;15.2;10;17;8.6;224;21.1;;1006.6;Açores
26/02/2023;16.1;14;17;14.7;214;29.1;;1005.6;Açores
27/02/2023;15;13;17;0.4;193;21.1;;1019.9;Açores
28/02/2023;15.9;15;17;41;153;32.8;;1016.2;Açores
01/03/2023;15.8;14;17;2.3;231;23.8;;1011.8;Açores
02/03/2023;15.8;14;17;3.4;195;18;;1015.8;Açores
03/03/2023;15.3;12;17;38.4;19;15.4;;1011.5;Açores
04/03/2023;14.2;12;15;0.2;271;22.1;;1011.7;Açores
05/03/2023;15;13;16;14.6;239;29;;1006.9;Açores
06/03/2023;15.7;14;17;3;214;25.3;;1006.5;Açores
07/03/2023;16.4;16;17;10.9;222;29.1;;1002.9;Açores
08/03/2023;16.4;16;17;12.9;232;27;;1005.9;Açores
09/03/2023;16.5;16;17;0.7;203;24.9;;1011.5;Açores
10/03/2023;17;16;17;5.6;200;33.8;;1012.7;Açores
11/03/2023;17;16;17;12.7;193;28.7;;1013.4;Açores
12/03/2023;16.1;15;17;5.4;242;34.2;;1013.8;Açores
13/03/2023;15.7;15;17;0.4;224;16.9;;1021.5;Açores
14/03/2023;16.3;15;17;19.1;182;26;;1016;Açores
15/03/2023;15.3;14;17;12.2;253;36.3;;1007.8;Açores
16/03/2023;14.6;12;16;0;282;37.9;;1013.9;Açores
17/03/2023;15.2;13.8;16.9;0;245;21.4;;1020.4;Açores
18/03/2023;15.9;15;17;0.2;191;17.6;;1021.7;Açores
19/03/2023;15.8;14;17;11.8;224;25.6;;1018.1;Açores
20/03/2023;15;12;17;0;281;16.5;;1023.1;Açores
21/03/2023;15.7;15;17;1.4;246;20;;1021.6;Açores
22/03/2023;16.1;15;17;0.4;260;21.9;;1016.8;Açores
23/03/2023;14.8;11;16;2.3;302;19.2;;1015.3;Açores
24/03/2023;13.5;9;17;1.5;157;12.1;;1019.4;Açores
25/03/2023;14.6;13;16;5.1;58;12.3;;1019.5;Açores
27/03/2023;15.5;13;17;13.8;230;29.1;;1012.5;Açores
28/03/2023;16.3;15;17;11.1;220;35;;1010.1;Açores
29/03/2023;16;15;17;0.5;246;32;;1015.9;Açores
30/03/2023;16.7;16;17;4.7;238;22.9;;1021.8;Açores
31/03/2023;16.3;16;18;3.5;218;15.4;;1025.3;Açores
01/04/2023;17.3;16;19;0;131;18.3;;1022.4;Açores
02/04/2023;16.2;13;18;0.2;265;27.3;;1021.5;Açores
03/04/2023;14;11;16;0;344;13.2;;1030.2;Açores
04/04/2023;14.6;12;17;0;13;13;;1029.8;Açores
05/04/2023;15.2;12;18;0;5;10.3;;1028.7;Açores
06/04/2023;15.4;14;17;1.8;264;11.6;;1022.6;Açores
07/04/2023;13.7;11;16;9.7;295;18.6;;1013.6;Açores
08/04/2023;13.1;10;15;0;301;17.7;;1019.4;Açores
09/04/2023;15.8;15;18;1.7;252;16.7;;1023.4;Açores
10/04/2023;16.7;16;18;1.4;264;9.9;;1029;Açores
11/04/2023;16.8;16;18;2.5;259;19.8;;1027.1;Açores
12/04/2023;15.4;14;17;1;72;10.5;;1027.4;Açores
13/04/2023;16.3;14;19;1.7;179;12;;1026.3;Açores
14/04/2023;16.8;16;18;0.5;175;16.9;;1024.1;Açores
15/04/2023;17.1;16;18;3.4;187;17.8;;1021;Açores
16/04/2023;17.2;16;18;4.3;210;21.2;;1016;Açores
17/04/2023;15.1;12;18;0.3;297;14.2;;1015.3;Açores
18/04/2023;14.3;11;17;1;310;14.2;;1018.5;Açores
19/04/2023;15.5;13;17;13.7;251;25.7;;1013.2;Açores
20/04/2023;14.3;12;16;4;290;29.5;;1007.9;Açores
21/04/2023;14.9;13;17;0.3;260;26.7;;1006.6;Açores
22/04/2023;16.6;16;18;9;205;23.1;;1007.8;Açores
23/04/2023;17.2;16.5;18;18.7;189;31.7;;1009.2;Açores
01/01/2022;15.5;12.4;18;;68;13.1;29.6;1026.6;Albufeira
02/01/2022;13.1;11.1;15.4;;341;6.4;18.5;1028.7;Albufeira
03/01/2022;13.9;10.9;18.6;;33;6.5;20.4;1025.9;Albufeira
04/01/2022;14;12;17;;312;12.8;42.6;1021.1;Albufeira
05/01/2022;12.7;8.1;16.5;;283;16.5;35.2;1023.8;Albufeira
06/01/2022;12.8;9.5;16.7;;318;12;34;1021.9;Albufeira
07/01/2022;11.8;7.9;16.5;;358;10;30;1026.4;Albufeira
08/01/2022;12.4;8.5;16.7;;34;10.2;29;1029.3;Albufeira
09/01/2022;10.6;5.5;16.2;;333;7.8;24.1;1028.3;Albufeira
10/01/2022;12.5;7.3;17.9;;316;9.9;22.2;1023.8;Albufeira
11/01/2022;15;10.5;19.5;;42;14.6;51;1021.7;Albufeira
12/01/2022;13.8;10.7;17.2;;65;16.5;35.2;1024.5;Albufeira
13/01/2022;13.2;10.2;16.1;;80;28.6;50;1026.4;Albufeira
14/01/2022;13.1;11;15.6;;79;24.5;50;1027.1;Albufeira
15/01/2022;12.9;11.1;15.4;;67;19.2;37;1026.3;Albufeira
16/01/2022;12.9;10.5;15.4;;65;15;33.3;1028.9;Albufeira
17/01/2022;12.5;9.2;15.3;;57;14.9;33.3;1029.6;Albufeira
18/01/2022;12;9.6;15.1;;60;17.1;37;1028.5;Albufeira
19/01/2022;11.8;9.2;15;;57;10.9;25.9;1029;Albufeira
20/01/2022;11;6.5;15.6;;46;10.5;31.5;1025.8;Albufeira
21/01/2022;11.6;7.5;15.4;;55;13.2;31.5;1023.1;Albufeira
22/01/2022;13.1;10.2;16.4;;70;24.9;53;1022.8;Albufeira
23/01/2022;13.8;12;16.9;;74;25.9;51;1021.2;Albufeira
24/01/2022;13.5;11.1;15.5;;68;16.8;35.2;1023.5;Albufeira
25/01/2022;14;11.2;16.9;;57;17;40.8;1025.3;Albufeira
26/01/2022;14.5;11.7;17.3;;57;17;39;1023.1;Albufeira
27/01/2022;14.5;12;17.7;;68;20.3;41;1023.2;Albufeira
28/01/2022;14;10.9;18;;60;19.2;42.6;1025.1;Albufeira
29/01/2022;14.8;12;18;;77;25.5;50;1026.8;Albufeira
30/01/2022;15.6;11.8;19.3;;61;18.9;42;1026;Albufeira
31/01/2022;13.7;8.7;18.2;;305;6.6;22.2;1027.3;Albufeira
01/02/2022;13;7.5;17.3;;28;10.5;36;1027;Albufeira
02/02/2022;13.6;10.6;18.4;0;60;14.7;35.2;1025.8;Albufeira
03/02/2022;14;9.5;17.7;;331;6.8;22.2;1023.5;Albufeira
04/02/2022;13.7;12.4;15.9;;313;4.7;22.2;1024;Albufeira
05/02/2022;14;9.9;19.4;;311;10.2;29.6;1024.2;Albufeira
06/02/2022;14.1;9.8;18.9;;50;13.9;33.3;1025.3;Albufeira
07/02/2022;15;11.7;19.5;;62;15.8;44;1025.5;Albufeira
08/02/2022;14.6;11.2;18.1;;71;20.2;46;1025.4;Albufeira
09/02/2022;14.4;12.5;17;;72;19.4;39;1027.7;Albufeira
10/02/2022;13.8;10.3;16.3;;39;11.5;28;1026.8;Albufeira
11/02/2022;16.2;12.8;19.2;;352;8.6;24.1;1024.8;Albufeira
12/02/2022;14.6;10.4;17.7;;90;8.6;24.1;1024.2;Albufeira
13/02/2022;14.2;11.6;17.3;;324;12.6;46;1022;Albufeira
14/02/2022;13.5;9.4;17.4;;330;11.4;31.5;1023.7;Albufeira
15/02/2022;12.1;6.9;16.1;;251;9;24.1;1029.3;Albufeira
16/02/2022;13.5;7.6;20.1;;308;11.6;31.5;1031;Albufeira
17/02/2022;14.5;11.3;17.2;;293;10.1;22.2;1026.5;Albufeira
18/02/2022;14;8.8;19.4;;314;9.1;25.9;1019.9;Albufeira
19/02/2022;14.4;9.8;18.9;;346;15.2;37;1020.7;Albufeira
20/02/2022;15.5;11.6;19.4;;53;16.8;37;1025.6;Albufeira
21/02/2022;15.6;11.1;21;;46;11.4;25.9;1026.1;Albufeira
22/02/2022;17.9;10.9;22.1;;61;16.7;39;1024.2;Albufeira
23/02/2022;17.1;14.4;20.5;;74;17.5;41;1020.1;Albufeira
24/02/2022;16.1;14.7;18.2;;79;12.8;31.5;1018.6;Albufeira
25/02/2022;16.3;13.6;19.8;;75;13.4;37;1017.6;Albufeira
26/02/2022;15.2;12.5;19.2;0;35;10.7;29.6;1017.3;Albufeira
27/02/2022;14.9;11.8;17.8;;324;9.5;22.2;1020.5;Albufeira
28/02/2022;14.9;12.3;17.8;;63;11.9;29.6;1025;Albufeira
01/03/2022;14.8;11.9;18.4;;19;10.2;24.1;1025.9;Albufeira
02/03/2022;15.5;11.4;21.2;;278;11.4;29.6;1024.3;Albufeira
03/03/2022;13.6;9.2;17.4;;294;17.6;47;1021.6;Albufeira
04/03/2022;13.3;9.7;18.6;;324;20.9;42;1021.4;Albufeira
05/03/2022;12;9.3;16;;301;13.4;35;1017.1;Albufeira
06/03/2022;12.4;7.8;16.8;;268;11.1;27.8;1012.4;Albufeira
07/03/2022;12.7;7.3;17.1;;276;16.8;52;1014;Albufeira
08/03/2022;14.3;11.6;18;;292;15.7;42;1019;Albufeira
09/03/2022;13.3;9.4;16.7;;359;8.4;26;1020.6;Albufeira
10/03/2022;13.8;9;16.9;;251;9.9;25.9;1020.4;Albufeira
11/03/2022;14.5;11.2;16.1;;267;16.7;35.2;1017.2;Albufeira
12/03/2022;12.9;8.7;17;;248;12.8;42;1018.5;Albufeira
13/03/2022;13.3;10.5;15.4;;268;9.4;40;1015.1;Albufeira
14/03/2022;12.9;11.3;14.8;;65;15.2;40;1005.8;Albufeira
15/03/2022;12;11.5;12.5;;120;11.4;33;1008.4;Albufeira
16/03/2022;14.1;11.9;16.5;;334;7;24.1;1012.7;Albufeira
17/03/2022;16.6;14.1;19.7;;25;13.1;28;1017.6;Albufeira
18/03/2022;15.8;14;17.9;;61;17.7;37;1020.2;Albufeira
19/03/2022;15.6;13.3;18.6;;83;24.3;49;1018.8;Albufeira
20/03/2022;15.3;11.7;17.2;;139;28.7;70;1013.4;Albufeira
21/03/2022;15.4;12.8;18.1;;216;17.4;36;1016;Albufeira
22/03/2022;15.2;12.6;17.7;;116;9.4;24.1;1018;Albufeira
23/03/2022;13.9;12.5;15.3;;67;12.1;29.6;1011.9;Albufeira
24/03/2022;13.3;11.9;14;;73;15.9;37;1010.8;Albufeira
25/03/2022;14.7;12.3;17.6;0;60;19.5;42.6;1011.2;Albufeira
26/03/2022;14.7;11.5;17.4;;73;14.3;35.2;1014.4;Albufeira
28/03/2022;16;14.3;17.5;;90;31;63;1013.5;Albufeira
29/03/2022;16.1;14.8;18.1;;6;14.1;33.3;1008.9;Albufeira
30/03/2022;15.5;12.1;20.1;;303;21.8;50;1009.3;Albufeira
31/03/2022;15.6;13.4;20.5;0;296;20.8;48.2;1012.3;Albufeira
01/04/2022;14.4;10.6;18.6;;293;17.4;44;1016.1;Albufeira
02/04/2022;14.8;10.8;18.5;;60;19.1;40.8;1015.5;Albufeira
03/04/2022;14.4;11.8;17.1;;64;21.5;44.5;1010.5;Albufeira
04/04/2022;12.5;10.5;15.5;;51;19.8;46.3;1006.6;Albufeira
05/04/2022;12.4;9.5;15.8;;63;30;59.3;1008.6;Albufeira
06/04/2022;13.4;9.5;17.5;0;285;10.7;31.5;1017.8;Albufeira
07/04/2022;14.2;10.7;17.7;0;286;10;31.5;1023.6;Albufeira
08/04/2022;14.7;10.5;18.1;0;293;16.8;48;1023.2;Albufeira
09/04/2022;14.8;10.6;18.5;0;282;12;26;1019.9;Albufeira
10/04/2022;16.2;13;20.4;0;108;13.7;31;1011.1;Albufeira
11/04/2022;16.1;14.6;18.9;2;214;19.4;35.2;1007.8;Albufeira
12/04/2022;15.5;13.7;19;5.1;258;19.8;42.6;1010.7;Albufeira
13/04/2022;15.9;11.2;22.4;0;310;14.7;31.5;1015.2;Albufeira
14/04/2022;17.8;12.9;22.9;0;308;12.8;27.8;1017.1;Albufeira
15/04/2022;20.1;17.2;25;0;320;11.6;24;1019.4;Albufeira
16/04/2022;19.6;16.7;23.4;0;356;10.1;24.1;1020.5;Albufeira
17/04/2022;21.6;18.9;23.6;;296;10.3;28;1017;Albufeira
18/04/2022;18.5;15;24.9;0;294;11.5;35.2;1014.4;Albufeira
19/04/2022;16.2;11.9;24.4;0;322;21.6;48;1014.8;Albufeira
20/04/2022;15.4;11.5;21;0;314;26;55.5;1014.2;Albufeira
21/04/2022;14.3;10.5;18.9;0;282;23;48.2;1013.1;Albufeira
22/04/2022;14.3;12.6;16.6;4.1;241;36.2;55.5;1003;Albufeira
23/04/2022;13.9;9.9;17.5;11.9;270;22.8;67;1008.7;Albufeira
24/04/2022;14.1;10;17.7;0;278;9.9;29.6;1014.1;Albufeira
25/04/2022;15.2;10.9;19.5;0;270;12;32;1012.2;Albufeira
26/04/2022;15;10;19.1;0;288;11.2;32;1013.5;Albufeira
27/04/2022;15.8;11.6;21.3;0;286;15.8;38.9;1017.4;Albufeira
28/04/2022;16.9;12.9;21;0;307;14.7;33.3;1019.2;Albufeira
29/04/2022;17.4;14.7;20.5;0;71;15.5;40.8;1021.6;Albufeira
30/04/2022;18.3;15.6;21.7;;54;11.6;28;1022.4;Albufeira
01/05/2022;20.4;15.4;27.6;;287;14.6;40;1020.2;Albufeira
02/05/2022;16.6;13.6;23.7;0;288;21.5;50;1015.9;Albufeira
03/05/2022;16.1;13.3;21.2;0;288;14.9;35;1011.3;Albufeira
04/05/2022;16.7;12.9;20.2;15;188;7.1;25.9;1014.6;Albufeira
05/05/2022;18;15;21.8;0;114;11.2;25.9;1020.5;Albufeira
06/05/2022;21.1;14.8;28.7;0;278;10.9;40;1020.7;Albufeira
07/05/2022;21;16.6;28;0;268;11.4;32;1018.5;Albufeira
08/05/2022;20.4;17.9;23.8;0;259;11.5;26;1017.7;Albufeira
09/05/2022;22.3;17.4;27.4;0;80;12.6;29;1018;Albufeira
10/05/2022;22.2;18;27.3;0;89;16.7;35.2;1019.5;Albufeira
11/05/2022;22.8;18.8;27.7;0;89;14.9;37;1016.6;Albufeira
12/05/2022;20.9;19;24.4;0;88;18.9;40.8;1016.6;Albufeira
13/05/2022;22.1;19;26.9;0;84;13.6;33.3;1017.9;Albufeira
14/05/2022;20.3;18.8;24.6;0;203;13.4;30;1015.6;Albufeira
15/05/2022;19.6;18.5;22.3;0;241;16.2;33.3;1018.1;Albufeira
16/05/2022;19.6;16.3;22.6;0;276;13;34;1020.7;Albufeira
17/05/2022;22.1;17.4;25.7;;275;11.7;34;1019.3;Albufeira
18/05/2022;24;20.5;28.5;0;268;10.2;27.8;1015.5;Albufeira
19/05/2022;24.2;19.2;29.4;0;149;9.4;36;1014.8;Albufeira
20/05/2022;25.1;19.4;30;0;83;23.1;59;1013.3;Albufeira
21/05/2022;21;18.5;26.3;0;198;22.9;44;1015.1;Albufeira
22/05/2022;20;17.6;22.7;;283;23.3;48;1016.3;Albufeira
23/05/2022;20.7;16.8;29.1;0;287;13.4;37;1013.8;Albufeira
24/05/2022;20.6;14.8;27.8;0;328;18.9;44.5;1014;Albufeira
25/05/2022;19.4;15.5;24.9;0;308;14.7;38;1018.2;Albufeira
26/05/2022;22.3;16.1;26.9;0;80;16.1;38.9;1019.1;Albufeira
27/05/2022;22.9;18.6;28.8;0;90;17.1;46;1016.5;Albufeira
28/05/2022;19.6;17.8;24.6;0;212;16.2;33.3;1013.5;Albufeira
29/05/2022;19.4;18.2;22.4;0;245;16;31.5;1011.6;Albufeira
30/05/2022;19.8;17.9;22.8;0;208;11.1;33.3;1012.2;Albufeira
31/05/2022;20.3;17.6;23.5;0;197;11.2;33.3;1013.1;Albufeira
01/06/2022;20.4;19.2;23.2;0;201;14.5;32;1015.3;Albufeira
02/06/2022;20.4;18.8;22.4;2;227;12.5;;1015.2;Albufeira
03/06/2022;20;18;23.1;0;242;14.3;;1015.5;Albufeira
04/06/2022;19.7;16.6;22.9;0.3;270;15.5;;1017.8;Albufeira
05/06/2022;20.3;16.3;24.3;0;274;13.2;;1020.5;Albufeira
06/06/2022;23.3;17.9;28.2;0;296;11.6;;1019;Albufeira
07/06/2022;24.3;20;31.6;0;280;16.1;;1018.2;Albufeira
08/06/2022;25.3;19.8;34;0;312;17.7;;1018.2;Albufeira
09/06/2022;24.2;19.8;31.8;0;281;12.5;;1016.1;Albufeira
10/06/2022;27.2;23.8;32.3;0;85;12.5;;1015.1;Albufeira
11/06/2022;28.2;23.1;33.8;0;84;15.2;;1014.5;Albufeira
12/06/2022;26.9;23.7;31.1;0;102;22.3;;1014.3;Albufeira
13/06/2022;24.2;21.4;28.4;0;135;16.2;;1014;Albufeira
14/06/2022;21.8;19.9;25.5;0;259;12.6;28;1013.7;Albufeira
15/06/2022;22.8;20.2;31.1;0;260;16.6;30;1014;Albufeira
16/06/2022;21;17.8;24.8;0.3;270;17.4;40.8;1016.7;Albufeira
17/06/2022;21.9;18.6;25.6;0;274;16.4;38.9;1016.7;Albufeira
18/06/2022;21.1;18.4;24.6;0;275;23.3;51;1015.3;Albufeira
19/06/2022;20.9;19.4;24.5;0;264;22.3;44.5;1013.3;Albufeira
20/06/2022;20.7;16.6;26.6;0;301;19.6;48.2;1014.1;Albufeira
21/06/2022;19;15.3;24.5;0;280;23.3;51.8;1014.1;Albufeira
22/06/2022;19.4;16.9;23.1;0;255;19.3;40.8;1014.9;Albufeira
23/06/2022;19.4;16.2;22.8;0;267;14.6;38.9;1016.8;Albufeira
24/06/2022;20.4;16.5;23.6;0;281;19.1;46.3;1017.8;Albufeira
25/06/2022;20.8;16.3;27.9;0;286;17.6;44.5;1014.6;Albufeira
26/06/2022;20.4;15.6;27.7;0;316;20.8;46.3;1014.2;Albufeira
27/06/2022;21.9;15.5;30.4;0;322;19.7;40.8;1017.4;Albufeira
28/06/2022;21.5;17.2;27.4;0;271;13;33.3;1017.4;Albufeira
29/06/2022;22.9;16.6;30;0;286;17.2;43;1015.1;Albufeira
30/06/2022;21.3;15.9;29.7;0;297;15.5;36;1013.8;Albufeira
01/07/2022;22.6;17.9;27.2;0;271;10.4;31.5;1013.4;Albufeira
02/07/2022;23.4;20.5;26.9;0;104;14.7;40.8;1015.5;Albufeira
03/07/2022;19.9;17.9;23.3;0;241;15.9;35.2;1018.3;Albufeira
04/07/2022;19.4;16;22.3;0;260;13.6;35.2;1018.1;Albufeira
05/07/2022;21.5;18.2;24.4;0;234;12.2;37;1017;Albufeira
06/07/2022;20.7;18.6;24.8;0;185;11.6;29.6;1019.3;Albufeira
07/07/2022;23.9;20;28.3;0;256;12;26;1019.2;Albufeira
08/07/2022;26.4;20.8;33.2;0;125;14.3;33;1018.9;Albufeira
09/07/2022;28.3;22.8;34.3;0;72;12.2;31.5;1018.2;Albufeira
10/07/2022;27.8;22.8;32.5;0;277;9.3;30;1015.1;Albufeira
11/07/2022;28;23.6;33.3;0;88;12.8;35.2;1011.1;Albufeira
12/07/2022;28.5;26.3;32.6;0;94;27.6;59;1012.9;Albufeira
13/07/2022;29.1;26.2;32.8;0;96;22.1;50;1015.8;Albufeira
14/07/2022;28.7;24.9;33;0;89;16.4;37;1015.2;Albufeira
15/07/2022;27.2;26.3;29.5;0;106;17.4;40;1012.7;Albufeira
16/07/2022;26.2;23.7;29.3;0;94;13.4;37;1013.5;Albufeira
17/07/2022;24.4;23;27.4;0;112;15.2;41;1014.9;Albufeira
18/07/2022;24.7;22.8;27.3;0;234;14.7;40;1016.3;Albufeira
19/07/2022;24.4;19.2;30;0;279;12;33.3;1017.2;Albufeira
20/07/2022;27.1;21.6;33.2;0;284;12.4;29.6;1015.7;Albufeira
21/07/2022;26.1;23.1;33.3;0;243;12.5;30;1016;Albufeira
22/07/2022;27.3;23.2;30.9;0;280;10.9;29.6;1015.4;Albufeira
23/07/2022;28;24;33;0;279;9.2;31.5;1015.5;Albufeira
24/07/2022;29;23.8;34.9;0;248;8.7;29.6;1015.9;Albufeira
25/07/2022;31.5;28.6;37.3;0;296;12.4;36;1016;Albufeira
26/07/2022;28.9;24.9;37.7;0;306;19.7;42.6;1015.7;Albufeira
27/07/2022;23.7;18.8;33.3;0;281;19.2;41;1014.5;Albufeira
28/07/2022;26.6;22.6;35.1;0;293;12.9;37;1012.7;Albufeira
29/07/2022;25.2;22.4;34.7;0;284;12.8;29.6;1013.3;Albufeira
30/07/2022;25.5;23.5;27.2;0;214;7.7;24.1;1014.2;Albufeira
31/07/2022;26.2;21.4;30.9;0;126;10.4;29.6;1014.9;Albufeira
01/08/2022;26.4;23.2;29.7;0;210;11;25.9;1014.3;Albufeira
02/08/2022;25.1;22;30.4;0;120;10.3;27.8;1013.6;Albufeira
03/08/2022;24.1;19.4;27.7;0;254;9.2;25.9;1012;Albufeira
04/08/2022;24.4;21.9;27.8;0;166;10.7;26;1012.3;Albufeira
05/08/2022;24.3;21;26.7;0;243;10.1;27.8;1013.9;Albufeira
06/08/2022;23.4;19.7;26.5;0;178;13.4;30;1015.4;Albufeira
07/08/2022;21.8;18.7;25.2;0;272;17.4;40;1015.3;Albufeira
08/08/2022;21.3;18;25;0;268;16.8;33;1015.5;Albufeira
09/08/2022;21.7;19;24.6;0;267;10.5;27.8;1014.9;Albufeira
10/08/2022;21.5;19.2;23.1;0;244;12.9;31.5;1014.3;Albufeira
11/08/2022;21.2;16.6;25.1;0;278;13;33.3;1014.7;Albufeira
12/08/2022;23.7;19;27.4;0;295;8.6;27.8;1013.6;Albufeira
13/08/2022;25.2;23;28.4;0;293;12.5;45;1012.4;Albufeira
14/08/2022;23.3;17.6;30.7;0;298;16.9;44.5;1012.7;Albufeira
15/08/2022;21.3;17.5;28.1;0;273;19.9;47;1012.6;Albufeira
16/08/2022;22.3;18;29.8;0;284;16.7;43;1012.4;Albufeira
17/08/2022;22.9;18.7;30.1;0;319;20.4;38.9;1013.3;Albufeira
18/08/2022;23.6;17.2;28.5;0;295;12;31.5;1014.1;Albufeira
19/08/2022;26.1;19.2;33.6;0;81;13.7;37;1014.7;Albufeira
20/08/2022;26.6;21.9;31.9;0;338;10.4;29.6;1016.4;Albufeira
21/08/2022;26.4;19.7;36.6;0;282;11;33.3;1016.1;Albufeira
22/08/2022;23.8;21;35.8;0;250;10.5;27.8;1012.3;Albufeira
23/08/2022;22;19.8;25.2;0;117;15.1;34;1011.9;Albufeira
24/08/2022;19.9;18.6;23.3;0;155;9.1;25.9;1013.5;Albufeira
25/08/2022;21.1;18.3;24.2;0;246;9.8;29.6;1015.4;Albufeira
26/08/2022;22.9;18.9;26.7;0;274;10.1;27.8;1012.5;Albufeira
27/08/2022;21.1;16.7;26.2;0;201;7.1;25.9;1010.3;Albufeira
28/08/2022;20.2;18.7;22.7;0;196;11.6;29.6;1010.9;Albufeira
29/08/2022;20.6;17.2;24.2;0;278;13.6;33.3;1014.6;Albufeira
30/08/2022;21.1;18.2;24.6;0;292;10.7;33.3;1017.9;Albufeira
31/08/2022;21.8;17.3;25.6;0;294;11.3;36;1018.3;Albufeira
01/09/2022;23.5;19.1;27.9;0;278;10.4;29.6;1015.9;Albufeira
02/09/2022;22.8;18.4;28.9;0;292;17;40.8;1015.8;Albufeira
03/09/2022;20.5;16.9;27.6;0;276;20.1;44;1015.8;Albufeira
04/09/2022;20.1;16.8;25.6;0;269;17;44;1018.4;Albufeira
05/09/2022;20.5;17;24.2;0;263;13.9;37;1020.9;Albufeira
06/09/2022;21.8;18.1;26.9;0;266;13.6;35.2;1019.9;Albufeira
07/09/2022;21.9;18.9;27.8;0;273;16.4;46;1017.9;Albufeira
08/09/2022;22.2;18.8;27;0;276;14.3;46;1017.4;Albufeira
09/09/2022;23.1;20.6;26.5;0;275;11.1;29.6;1017.9;Albufeira
10/09/2022;23.4;21.7;27;0;267;8.3;25.9;1016.4;Albufeira
11/09/2022;22.1;19.8;27;0;148;9.2;24.1;1013.1;Albufeira
12/09/2022;20.3;18.7;23.2;2;147;15.6;34;1009;Albufeira
13/09/2022;21.1;19.5;24.7;2;210;16.1;31.5;1009;Albufeira
14/09/2022;20.7;18.9;24.4;0;216;11.8;29.6;1012.2;Albufeira
15/09/2022;20.4;18.1;24.7;0;265;11.2;31.5;1015.5;Albufeira
16/09/2022;21.1;17.9;24.9;0;275;11.7;34;1014.4;Albufeira
17/09/2022;21.9;19;24.5;0;253;8.9;24.1;1010.8;Albufeira
18/09/2022;24.4;21;29.6;0;91;16.6;46;1010.1;Albufeira
19/09/2022;22.9;21.1;26.1;0;112;18.9;42.6;1013.8;Albufeira
20/09/2022;22.4;20;26.3;0;270;10.1;27.8;1016.2;Albufeira
21/09/2022;22.3;20.6;25.6;4.1;111;11;32;1016.5;Albufeira
22/09/2022;21.9;20;25.1;0;247;8.1;24.1;1017.2;Albufeira
23/09/2022;22.6;19.7;25.2;0;284;7.2;24.1;1016.7;Albufeira
24/09/2022;22.4;17.5;28.7;0;321;14.1;38.9;1014.4;Albufeira
25/09/2022;20.1;15.2;26.2;0;294;15.8;42.6;1011.5;Albufeira
26/09/2022;19.7;15.2;23.7;0;265;12.2;33.3;1014;Albufeira
27/09/2022;20.6;16.6;24.4;0;282;13.8;40.8;1018.4;Albufeira
28/09/2022;20.3;15.7;28.2;0;302;17.2;42.6;1017.4;Albufeira
29/09/2022;19.1;16.1;23.5;0.4;281;20.1;46.3;1014.6;Albufeira
30/09/2022;18.5;15;22;0;296;12.9;29.6;1015.6;Albufeira
01/10/2022;21.1;16;27;0;61;14.2;40;1021.3;Albufeira
02/10/2022;22.5;19;26;0;66;19.5;43;1019.8;Albufeira
03/10/2022;21.2;18;24;0;93;12.2;29;1020.1;Albufeira
04/10/2022;21;18;26;0;265;6.7;27.8;1019.7;Albufeira
